Measure,Country,Time,Value,Flags
"National currency, current prices",Mexico,2007,11399472,
"National currency, current prices",Mexico,2008,12256864,
"National currency, current prices",Mexico,2009,12072542,
"National currency, current prices",Mexico,2010,13266858,
"National currency, current prices",Mexico,2011,14508784,
"National currency, current prices",Mexico,2012,15561472,
"National currency, current prices",Mexico,2013,16049479,
"National currency, current prices",Mexico,1970,10.699,
"National currency, current prices",Mexico,1971,11.41,
"National currency, current prices",Mexico,1972,12.723,
"National currency, current prices",Mexico,1973,15.062,
"National currency, current prices",Mexico,1974,18.997,
"National currency, current prices",Mexico,1975,22.518,
"National currency, current prices",Mexico,1976,27.238,
"National currency, current prices",Mexico,1977,35.683,
"National currency, current prices",Mexico,1978,43.841,
"National currency, current prices",Mexico,1979,55.944,
"National currency, current prices",Mexico,1980,75.599,
"National currency, current prices",Mexico,1981,101.236,
"National currency, current prices",Mexico,1982,158.193,
"National currency, current prices",Mexico,1983,282.21,
"National currency, current prices",Mexico,1984,455.087,
"National currency, current prices",Mexico,1985,716.327,
"National currency, current prices",Mexico,1986,1172.5,
"National currency, current prices",Mexico,1987,2804.793,
"National currency, current prices",Mexico,1988,5552.427,
"National currency, current prices",Mexico,1989,7177.543,
"National currency, current prices",Mexico,1990,9476.825,
"National currency, current prices",Mexico,1991,11958.325,
"National currency, current prices",Mexico,1992,13941.836,
"National currency, current prices",Mexico,1993,15313.675,
"National currency, current prices",Mexico,1994,17041.964,
"National currency, current prices",Mexico,1995,21709.512,
"National currency, current prices",Mexico,1996,29414.947,
"National currency, current prices",Mexico,1997,36465.168,
"National currency, current prices",Mexico,1998,43611.491,
"National currency, current prices",Mexico,1999,51458.888,
"National currency, current prices",Mexico,2000,60779.309,
"National currency, current prices",Mexico,2001,63526.62,
"National currency, current prices",Mexico,2002,67626.668,
"National currency, current prices",Mexico,2003,73491.549,
"National currency, current prices",Mexico,2004,82020.67,
"National currency, current prices",Mexico,2005,87956.267,
"National currency, current prices",Mexico,2006,97047.229,
"National currency, current prices",Mexico,2007,103832.621,
"National currency, current prices",Mexico,2008,110125.554,
"National currency, current prices",Mexico,2009,106975.818,
"National currency, current prices",Mexico,2010,116115.197,
"National currency, current prices",Mexico,2011,125418.463,
"National currency, current prices",Mexico,2012,132942.676,
"National currency, current prices",Mexico,2013,135558.757,
"National currency, current prices",Mexico,1991,17.157,
"National currency, current prices",Mexico,1992,19.654,
"National currency, current prices",Mexico,1993,21.182,
"National currency, current prices",Mexico,1994,22.606,
"National currency, current prices",Mexico,1995,29.496,
"National currency, current prices",Mexico,1996,38.409,
"National currency, current prices",Mexico,1997,44.658,
"National currency, current prices",Mexico,1998,54.487,
"National currency, current prices",Mexico,1999,62.219,
"National currency, current prices",Mexico,2000,75.033,
"National currency, current prices",Mexico,2001,80.239,
"National currency, current prices",Mexico,2002,82.588,
"National currency, current prices",Mexico,2003,92.387,
"National currency, current prices",Mexico,2004,101.767,
"National currency, current prices",Mexico,2005,106.394,
"National currency, current prices",Mexico,2006,117.354,
"National currency, current prices",Mexico,2007,126.008,
"National currency, current prices",Mexico,2008,129.534,
"National currency, current prices",Mexico,2009,134.679,
"National currency, current prices",Mexico,2010,133.79,
"National currency, current prices",Mexico,2011,145.104,
"National currency, current prices",Mexico,2012,150.726,
"National currency, current prices",Mexico,2013,152.642,
"USD, current prices, current PPPs",Mexico,1970,86704.465,
"USD, current prices, current PPPs",Mexico,1971,94911.873,
"USD, current prices, current PPPs",Mexico,1972,107432.902,
"USD, current prices, current PPPs",Mexico,1973,122806.243,
"USD, current prices, current PPPs",Mexico,1974,142018.561,
"USD, current prices, current PPPs",Mexico,1975,163880.087,
"USD, current prices, current PPPs",Mexico,1976,180205.097,
"USD, current prices, current PPPs",Mexico,1977,197974.496,
"USD, current prices, current PPPs",Mexico,1978,229353.045,
"USD, current prices, current PPPs",Mexico,1979,271011.097,
"USD, current prices, current PPPs",Mexico,1980,320050.849,
"USD, current prices, current PPPs",Mexico,1981,380697.088,
"USD, current prices, current PPPs",Mexico,1982,401462.511,
"USD, current prices, current PPPs",Mexico,1983,399380.353,
"USD, current prices, current PPPs",Mexico,1984,428442.928,
"USD, current prices, current PPPs",Mexico,1985,454402.419,
"USD, current prices, current PPPs",Mexico,1986,446165.519,
"USD, current prices, current PPPs",Mexico,1987,466044.562,
"USD, current prices, current PPPs",Mexico,1988,488368.368,
"USD, current prices, current PPPs",Mexico,1989,528658.358,
"USD, current prices, current PPPs",Mexico,1990,576003.85,
"USD, current prices, current PPPs",Mexico,1991,620291.76,
"USD, current prices, current PPPs",Mexico,1992,657458.608,
"USD, current prices, current PPPs",Mexico,1993,686233.836,
"USD, current prices, current PPPs",Mexico,1994,731786.781,
"USD, current prices, current PPPs",Mexico,1995,700981.156,
"USD, current prices, current PPPs",Mexico,1996,750567.092,
"USD, current prices, current PPPs",Mexico,1997,815106.836,
"USD, current prices, current PPPs",Mexico,1998,865396.49,
"USD, current prices, current PPPs",Mexico,1999,910731.349,
"USD, current prices, current PPPs",Mexico,2000,1006280.679,
"USD, current prices, current PPPs",Mexico,2001,1028997.959,
"USD, current prices, current PPPs",Mexico,2002,1067155.659,
"USD, current prices, current PPPs",Mexico,2003,1129653.905,
"USD, current prices, current PPPs",Mexico,2004,1203704.966,
"USD, current prices, current PPPs",Mexico,2005,1322405.624,
"USD, current prices, current PPPs",Mexico,2006,1467513.216,
"USD, current prices, current PPPs",Mexico,2007,1545713.581,
"USD, current prices, current PPPs",Mexico,2008,1640914.608,
"USD, current prices, current PPPs",Mexico,2009,1621652.469,
"USD, current prices, current PPPs",Mexico,2010,1734060.686,
"USD, current prices, current PPPs",Mexico,2011,1890884.82,
"USD, current prices, current PPPs",Mexico,2012,1992187.616,
"USD, current prices, current PPPs",Mexico,2013,2048485.682,
"USD, current prices, current PPPs",Mexico,1970,1677.818,
"USD, current prices, current PPPs",Mexico,1971,1775.788,
"USD, current prices, current PPPs",Mexico,1972,1944.843,
"USD, current prices, current PPPs",Mexico,1973,2151.298,
"USD, current prices, current PPPs",Mexico,1974,2409.54,
"USD, current prices, current PPPs",Mexico,1975,2695.596,
"USD, current prices, current PPPs",Mexico,1976,2876.822,
"USD, current prices, current PPPs",Mexico,1977,3069.576,
"USD, current prices, current PPPs",Mexico,1978,3456.658,
"USD, current prices, current PPPs",Mexico,1979,3971.55,
"USD, current prices, current PPPs",Mexico,1980,4546.228,
"USD, current prices, current PPPs",Mexico,1981,5282.702,
"USD, current prices, current PPPs",Mexico,1982,5444.223,
"USD, current prices, current PPPs",Mexico,1983,5294.874,
"USD, current prices, current PPPs",Mexico,1984,5556.696,
"USD, current prices, current PPPs",Mexico,1985,5768.759,
"USD, current prices, current PPPs",Mexico,1986,5548.351,
"USD, current prices, current PPPs",Mexico,1987,5679.41,
"USD, current prices, current PPPs",Mexico,1988,5833.057,
"USD, current prices, current PPPs",Mexico,1989,6191.112,
"USD, current prices, current PPPs",Mexico,1990,6615.791,
"USD, current prices, current PPPs",Mexico,1991,6998.587,
"USD, current prices, current PPPs",Mexico,1992,7294.316,
"USD, current prices, current PPPs",Mexico,1993,7491.554,
"USD, current prices, current PPPs",Mexico,1994,7864.024,
"USD, current prices, current PPPs",Mexico,1995,7418.575,
"USD, current prices, current PPPs",Mexico,1996,7828.437,
"USD, current prices, current PPPs",Mexico,1997,8385.441,
"USD, current prices, current PPPs",Mexico,1998,8787.089,
"USD, current prices, current PPPs",Mexico,1999,9134.168,
"USD, current prices, current PPPs",Mexico,2000,9973.445,
"USD, current prices, current PPPs",Mexico,2001,10076.163,
"USD, current prices, current PPPs",Mexico,2002,10318.858,
"USD, current prices, current PPPs",Mexico,2003,10787.375,
"USD, current prices, current PPPs",Mexico,2004,11360.852,
"USD, current prices, current PPPs",Mexico,2005,12341.515,
"USD, current prices, current PPPs",Mexico,2006,13536.821,
"USD, current prices, current PPPs",Mexico,2007,14079.204,
"USD, current prices, current PPPs",Mexico,2008,14743.301,
"USD, current prices, current PPPs",Mexico,2009,14369.6,
"USD, current prices, current PPPs",Mexico,2010,15176.977,
"USD, current prices, current PPPs",Mexico,2011,16345.399,
"USD, current prices, current PPPs",Mexico,2012,17019.389,
"USD, current prices, current PPPs",Mexico,2013,17302.13,
"USD, current prices, current PPPs",Mexico,1991,10.041,
"USD, current prices, current PPPs",Mexico,1992,10.283,
"USD, current prices, current PPPs",Mexico,1993,10.363,
"USD, current prices, current PPPs",Mexico,1994,10.432,
"USD, current prices, current PPPs",Mexico,1995,10.08,
"USD, current prices, current PPPs",Mexico,1996,10.222,
"USD, current prices, current PPPs",Mexico,1997,10.27,
"USD, current prices, current PPPs",Mexico,1998,10.978,
"USD, current prices, current PPPs",Mexico,1999,11.044,
"USD, current prices, current PPPs",Mexico,2000,12.312,
"USD, current prices, current PPPs",Mexico,2001,12.727,
"USD, current prices, current PPPs",Mexico,2002,12.602,
"USD, current prices, current PPPs",Mexico,2003,13.561,
"USD, current prices, current PPPs",Mexico,2004,14.096,
"USD, current prices, current PPPs",Mexico,2005,14.929,
"USD, current prices, current PPPs",Mexico,2006,16.369,
"USD, current prices, current PPPs",Mexico,2007,17.086,
"USD, current prices, current PPPs",Mexico,2008,17.342,
"USD, current prices, current PPPs",Mexico,2009,18.091,
"USD, current prices, current PPPs",Mexico,2010,17.487,
"USD, current prices, current PPPs",Mexico,2011,18.911,
"USD, current prices, current PPPs",Mexico,2012,19.296,
"USD, current prices, current PPPs",Mexico,2013,19.483,
"USD, constant prices, 2005 PPPs",Mexico,1970,377981.969,
"USD, constant prices, 2005 PPPs",Mexico,1971,393749.162,
"USD, constant prices, 2005 PPPs",Mexico,1972,427170.007,
"USD, constant prices, 2005 PPPs",Mexico,1973,463091.07,
"USD, constant prices, 2005 PPPs",Mexico,1974,491389.474,
"USD, constant prices, 2005 PPPs",Mexico,1975,518961.729,
"USD, constant prices, 2005 PPPs",Mexico,1976,540959.347,
"USD, constant prices, 2005 PPPs",Mexico,1977,559583.325,
"USD, constant prices, 2005 PPPs",Mexico,1978,605747.909,
"USD, constant prices, 2005 PPPs",Mexico,1979,661202.701,
"USD, constant prices, 2005 PPPs",Mexico,1980,716241.967,
"USD, constant prices, 2005 PPPs",Mexico,1981,779228.514,
"USD, constant prices, 2005 PPPs",Mexico,1982,773718.833,
"USD, constant prices, 2005 PPPs",Mexico,1983,740480.972,
"USD, constant prices, 2005 PPPs",Mexico,1984,767135.129,
"USD, constant prices, 2005 PPPs",Mexico,1985,788402.182,
"USD, constant prices, 2005 PPPs",Mexico,1986,758806.196,
"USD, constant prices, 2005 PPPs",Mexico,1987,772887.719,
"USD, constant prices, 2005 PPPs",Mexico,1988,782513.556,
"USD, constant prices, 2005 PPPs",Mexico,1989,815365.77,
"USD, constant prices, 2005 PPPs",Mexico,1990,856691.005,
"USD, constant prices, 2005 PPPs",Mexico,1991,892862.647,
"USD, constant prices, 2005 PPPs",Mexico,1992,925261.586,
"USD, constant prices, 2005 PPPs",Mexico,1993,943309.041,
"USD, constant prices, 2005 PPPs",Mexico,1994,984959.208,
"USD, constant prices, 2005 PPPs",Mexico,1995,924216.832,
"USD, constant prices, 2005 PPPs",Mexico,1996,971844.637,
"USD, constant prices, 2005 PPPs",Mexico,1997,1037657.688,
"USD, constant prices, 2005 PPPs",Mexico,1998,1089855.775,
"USD, constant prices, 2005 PPPs",Mexico,1999,1130800.012,
"USD, constant prices, 2005 PPPs",Mexico,2000,1205330.753,
"USD, constant prices, 2005 PPPs",Mexico,2001,1204935.09,
"USD, constant prices, 2005 PPPs",Mexico,2002,1214236.556,
"USD, constant prices, 2005 PPPs",Mexico,2003,1231117.645,
"USD, constant prices, 2005 PPPs",Mexico,2004,1282947.2,
"USD, constant prices, 2005 PPPs",Mexico,2005,1322405.624,
"USD, constant prices, 2005 PPPs",Mexico,2006,1388212.689,
"USD, constant prices, 2005 PPPs",Mexico,2007,1432980.239,
"USD, constant prices, 2005 PPPs",Mexico,2008,1452754.609,
"USD, constant prices, 2005 PPPs",Mexico,2009,1383840.628,
"USD, constant prices, 2005 PPPs",Mexico,2010,1455788.277,
"USD, constant prices, 2005 PPPs",Mexico,2011,1511688.363,
"USD, constant prices, 2005 PPPs",Mexico,2012,1571201.589,
"USD, constant prices, 2005 PPPs",Mexico,2013,1587909.46,
"USD, constant prices, 2005 PPPs",Mexico,1970,7314.33,
"USD, constant prices, 2005 PPPs",Mexico,1971,7366.994,
"USD, constant prices, 2005 PPPs",Mexico,1972,7733.001,
"USD, constant prices, 2005 PPPs",Mexico,1973,8112.348,
"USD, constant prices, 2005 PPPs",Mexico,1974,8337.099,
"USD, constant prices, 2005 PPPs",Mexico,1975,8536.188,
